00NETDL_01;0100;20210129;140400;0,000
00NETDL_01;0100;20210129;140500;0,263
00NETDL_01;0100;20210129;140600;0,015
00NETDL_01;0100;20210129;140700;0,000
00NETDL_01;0100;20210129;141700;0,000
00NETDL_01;0100;20210129;141800;0,020
00NETDL_01;0100;20210129;141900;0,000
00NETDL_01;0103;20210129;140400;0
00NETDL_01;0103;20210129;140500;57
00NETDL_01;0103;20210129;140600;51
00NETDL_01;0103;20210129;140700;0
00NETDL_01;0103;20210129;141700;0
00NETDL_01;0103;20210129;141800;57
00NETDL_01;0103;20210129;141900;0
00NETDL_01;0104;20210129;140400;0
00NETDL_01;0104;20210129;140500;58
00NETDL_01;0104;20210129;140600;51
00NETDL_01;0104;20210129;140700;0
00NETDL_01;0104;20210129;141700;0
00NETDL_01;0104;20210129;141800;58
00NETDL_01;0104;20210129;141900;0
00NETDL_01;0133;20210129;140400;-9,99
00NETDL_01;0133;20210129;140500;12,08
00NETDL_01;0133;20210129;140600;-2,13
00NETDL_01;0133;20210129;140700;-9,99
00NETDL_01;0133;20210129;141700;-9,99
00NETDL_01;0133;20210129;141800;1,05
00NETDL_01;0133;20210129;141900;-9,99
00NETDL_01;0110;20210129;140000;23914
00NETDL_01;0110;20210129;140100;23914
00NETDL_01;0110;20210129;140200;23870
00NETDL_01;0110;20210129;140300;23904
00NETDL_01;0110;20210129;140400;23923
00NETDL_01;0110;20210129;140500;21494
00NETDL_01;0110;20210129;140600;22173
00NETDL_01;0110;20210129;140700;22514
00NETDL_01;0110;20210129;140800;23408
00NETDL_01;0110;20210129;140900;23790
00NETDL_01;0110;20210129;141000;23916
00NETDL_01;0110;20210129;141100;23927
00NETDL_01;0110;20210129;141200;23922
00NETDL_01;0110;20210129;141300;23940
00NETDL_01;0110;20210129;141400;23944
00NETDL_01;0110;20210129;141500;23953
00NETDL_01;0110;20210129;141600;23960
00NETDL_01;0110;20210129;141700;23945
00NETDL_01;0110;20210129;141800;23954
00NETDL_01;0110;20210129;141900;23953
00NETDL_01;0110;20210129;142000;23952
00NETDL_01;0110;20210129;142100;23969
00NETDL_01;0110;20210129;142200;23967
00NETDL_01;0110;20210129;142300;23941
00NETDL_01;0110;20210129;142400;23946
00NETDL_01;0110;20210129;142500;23941
00NETDL_01;0110;20210129;142600;23916
00NETDL_01;0110;20210129;142700;23937
00NETDL_01;0110;20210129;142800;23929
00NETDL_01;0110;20210129;142900;23958
00NETDL_01;0110;20210129;143000;23957
00NETDL_01;0110;20210129;143100;23956
00NETDL_01;0110;20210129;143200;23968
00NETDL_01;0110;20210129;143300;23957
00NETDL_01;0110;20210129;143400;23944
00NETDL_01;0110;20210129;143500;23958
00NETDL_01;0110;20210129;143600;23951
00NETDL_01;0110;20210129;143700;23961
00NETDL_01;0110;20210129;143800;23936
00NETDL_01;0110;20210129;143900;23938
00NETDL_01;0110;20210129;144000;23941
00NETDL_01;0110;20210129;144100;23939
00NETDL_01;0110;20210129;144200;23946
00NETDL_01;0110;20210129;144300;23921
00NETDL_01;0110;20210129;144400;23935
00NETDL_01;0110;20210129;144500;23924
00NETDL_01;0110;20210129;144600;23934
00NETDL_01;0110;20210129;144700;23943
00NETDL_01;0110;20210129;144800;23925
00NETDL_01;0110;20210129;144900;23802
00NETDL_01;0110;20210129;145000;23828
00NETDL_01;0110;20210129;145100;23929
00NETDL_01;0110;20210129;145200;23941
00NETDL_01;0110;20210129;145300;23944
00NETDL_01;0110;20210129;145400;23933
00NETDL_01;0110;20210129;145500;23937
00NETDL_01;0110;20210129;145600;23958
00NETDL_01;0110;20210129;145700;23950
00NETDL_01;0110;20210129;145800;23937
