00NETDL_01;0100;20210129;101000;0,000
00NETDL_01;0100;20210129;101100;0,277
00NETDL_01;0100;20210129;101200;0,218
00NETDL_01;0100;20210129;101300;0,044
00NETDL_01;0100;20210129;101400;0,426
00NETDL_01;0100;20210129;101500;0,263
00NETDL_01;0100;20210129;101600;0,000
00NETDL_01;0103;20210129;101000;0
00NETDL_01;0103;20210129;101100;61
00NETDL_01;0103;20210129;101200;61
00NETDL_01;0103;20210129;101300;57
00NETDL_01;0103;20210129;101400;61
00NETDL_01;0103;20210129;101500;61
00NETDL_01;0103;20210129;101600;0
00NETDL_01;0104;20210129;101000;0
00NETDL_01;0104;20210129;101100;61
00NETDL_01;0104;20210129;101200;61
00NETDL_01;0104;20210129;101300;58
00NETDL_01;0104;20210129;101400;61
00NETDL_01;0104;20210129;101500;61
00NETDL_01;0104;20210129;101600;0
00NETDL_01;0133;20210129;101000;-9,99
00NETDL_01;0133;20210129;101100;17,54
00NETDL_01;0133;20210129;101200;16,56
00NETDL_01;0133;20210129;101300;6,89
00NETDL_01;0133;20210129;101400;18,27
00NETDL_01;0133;20210129;101500;18,15
00NETDL_01;0133;20210129;101600;-9,99
00NETDL_01;0110;20210129;100000;24092
00NETDL_01;0110;20210129;100100;24092
00NETDL_01;0110;20210129;100200;24110
00NETDL_01;0110;20210129;100300;24096
00NETDL_01;0110;20210129;100400;24110
00NETDL_01;0110;20210129;100500;24089
00NETDL_01;0110;20210129;100600;24095
00NETDL_01;0110;20210129;100700;24090
00NETDL_01;0110;20210129;100800;24106
00NETDL_01;0110;20210129;100900;24094
00NETDL_01;0110;20210129;101000;24102
00NETDL_01;0110;20210129;101100;23825
00NETDL_01;0110;20210129;101200;23714
00NETDL_01;0110;20210129;101300;23932
00NETDL_01;0110;20210129;101400;23235
00NETDL_01;0110;20210129;101500;23450
00NETDL_01;0110;20210129;101600;23992
00NETDL_01;0110;20210129;101700;24038
00NETDL_01;0110;20210129;101800;24070
00NETDL_01;0110;20210129;101900;24074
00NETDL_01;0110;20210129;102000;24073
00NETDL_01;0110;20210129;102100;24076
00NETDL_01;0110;20210129;102200;24068
00NETDL_01;0110;20210129;102300;24050
