timestamp;Particle size (mm);Particle speed (mm/h)
2023-02-25T02:11:00.549547;00.593;01.929
2023-02-25T02:11:00.549547;00.808;02.643
2023-02-25T02:11:00.549547;00.501;02.129
2023-02-25T02:11:00.549547;00.588;02.796
2023-02-25T02:11:00.549547;00.501;02.708
2023-02-25T02:11:00.549547;00.628;02.643
2023-02-25T02:11:00.549547;00.456;01.930
2023-02-25T02:11:00.549547;00.808;02.220
2023-02-25T02:11:00.549547;00.788;02.827
2023-02-25T02:11:00.549547;00.571;00.519
2023-02-25T02:11:00.549547;00.752;02.777
2023-02-25T02:11:00.549547;00.673;01.953
2023-02-25T02:11:00.549547;00.678;02.021
2023-02-25T02:11:00.549547;00.616;01.575
2023-02-25T02:11:00.549547;00.591;01.705
2023-02-25T02:11:00.549547;00.517;01.689
2023-02-25T02:11:00.549547;00.613;02.197
2023-02-25T02:11:00.549547;00.632;02.418
2023-02-25T02:11:00.549547;00.625;02.021
2023-02-25T02:11:00.549547;00.817;02.734
2023-02-25T02:11:00.549547;00.738;02.574
2023-02-25T02:11:00.549547;00.577;02.289
2023-02-25T02:11:00.549547;00.720;02.490
2023-02-25T02:11:00.549547;00.648;02.154
2023-02-25T02:11:00.549547;00.508;01.998
2023-02-25T02:11:00.549547;00.925;03.369
2023-02-25T02:11:00.549547;00.990;04.424
2023-02-25T02:11:00.549547;00.627;01.253
2023-02-25T02:11:00.549547;00.556;01.751
2023-02-25T02:11:00.549547;00.789;01.715
2023-02-25T02:11:00.549547;00.519;01.963
2023-02-25T02:11:00.549547;00.427;01.737
2023-02-25T02:11:00.549547;00.877;02.966
2023-02-25T02:11:00.549547;00.906;02.949
2023-02-25T02:11:00.549547;00.954;03.152
2023-02-25T02:11:00.549547;00.736;03.051
2023-02-25T02:11:00.549547;00.726;02.293
2023-02-25T02:11:00.549547;00.526;05.493
2023-02-25T02:11:00.549547;00.683;02.709
2023-02-25T02:11:00.549547;00.806;03.702
2023-02-25T02:11:00.549547;00.866;03.564
2023-02-25T02:11:00.549547;00.849;03.613
2023-02-25T02:11:00.549547;00.733;02.638
2023-02-25T02:11:00.549547;00.714;02.608
2023-02-25T02:11:00.549547;00.731;02.557
2023-02-25T02:11:00.549547;00.571;01.809
2023-02-25T02:11:00.549547;00.954;04.423
2023-02-25T02:11:00.549547;00.656;02.881
2023-02-25T02:11:00.549547;00.754;03.739
2023-02-25T02:11:00.549547;00.709;03.848
2023-02-25T02:11:00.549547;00.388;02.821
2023-02-25T02:11:00.549547;00.721;02.628
2023-02-25T02:11:00.549547;00.690;02.278
2023-02-25T02:11:00.549547;00.811;02.766
2023-02-25T02:11:00.549547;00.497;02.641
2023-02-25T02:11:00.549547;00.646;03.250
2023-02-25T02:11:00.549547;00.532;02.667
2023-02-25T02:11:00.549547;00.982;04.156
2023-02-25T02:11:00.549547;00.541;02.308
2023-02-25T02:11:00.549547;00.730;02.725
2023-02-25T02:11:00.549547;01.019;03.181
2023-02-25T02:11:00.549547;00.571;02.711
2023-02-25T02:11:00.549547;00.674;02.512
2023-02-25T02:11:00.549547;00.659;02.563
2023-02-25T02:11:00.549547;00.655;02.656
2023-02-25T02:11:00.549547;00.688;02.709
2023-02-25T02:11:00.549547;00.768;02.289
2023-02-25T02:11:00.549547;00.829;03.923
2023-02-25T02:11:00.549547;00.645;02.401
2023-02-25T02:11:00.549547;00.488;02.801
2023-02-25T02:11:00.549547;00.576;02.465
2023-02-25T02:11:00.549547;00.711;03.136
2023-02-25T02:11:00.549547;00.804;02.586
2023-02-25T02:11:00.549547;00.594;01.603
2023-02-25T02:11:00.549547;00.768;02.747
2023-02-25T02:11:00.549547;00.735;03.773
2023-02-25T02:11:00.549547;00.803;03.748
2023-02-25T02:11:00.549547;00.395;01.136
2023-02-25T02:11:00.549547;00.912;03.957
2023-02-25T02:11:00.549547;00.790;03.894
2023-02-25T02:11:00.549547;00.557;02.526
2023-02-25T02:11:00.549547;00.474;01.850
2023-02-25T02:11:00.549547;00.854;03.123
2023-02-25T02:11:00.549547;00.761;02.492
2023-02-25T02:11:00.549547;00.508;02.051
2023-02-25T02:11:00.549547;00.914;03.465
2023-02-25T02:11:00.549547;00.643;01.830
2023-02-25T02:11:00.549547;00.702;02.882
2023-02-25T02:11:00.549547;00.625;02.442
2023-02-25T02:11:00.549547;00.530;01.892
2023-02-25T02:11:00.549547;00.477;02.033
2023-02-25T02:11:00.549547;00.585;02.121
2023-02-25T02:11:00.549547;00.736;03.716
2023-02-25T02:11:00.549547;00.685;03.043
2023-02-25T02:11:00.549547;00.477;02.324
2023-02-25T02:11:00.549547;00.442;02.909
2023-02-25T02:11:00.549547;00.817;03.620
2023-02-25T02:11:00.549547;00.529;02.843
2023-02-25T02:11:00.549547;00.598;02.433
2023-02-25T02:11:00.549547;00.656;02.081
2023-02-25T02:11:00.549547;00.460;01.516
2023-02-25T02:11:00.549547;00.538;02.815
2023-02-25T02:11:00.549547;00.585;02.976
2023-02-25T02:11:00.549547;00.814;03.140
2023-02-25T02:11:00.549547;00.543;01.197
2023-02-25T02:11:00.549547;00.863;02.681
2023-02-25T02:11:00.549547;00.773;02.148
2023-02-25T02:11:00.549547;00.652;01.588
2023-02-25T02:11:00.549547;00.695;02.382
2023-02-25T02:11:00.549547;00.693;02.632
2023-02-25T02:11:00.549547;00.641;02.557
2023-02-25T02:11:00.549547;00.527;02.346
2023-02-25T02:11:00.549547;00.812;02.580
2023-02-25T02:11:00.549547;00.658;02.202
2023-02-25T02:11:00.549547;00.603;02.327
2023-02-25T02:11:00.549547;00.770;03.130
2023-02-25T02:11:00.549547;00.500;02.270
2023-02-25T02:11:00.549547;00.647;02.414
2023-02-25T02:11:00.549547;00.544;02.304
2023-02-25T02:11:00.549547;00.766;02.854
2023-02-25T02:11:00.549547;00.712;02.783
2023-02-25T02:11:00.549547;00.578;01.770
2023-02-25T02:11:00.549547;00.496;02.248
2023-02-25T02:11:00.549547;00.570;01.664
2023-02-25T02:11:00.549547;00.772;03.067
2023-02-25T02:11:00.549547;00.782;02.884
2023-02-25T02:11:00.549547;00.533;02.273
2023-02-25T02:11:00.549547;00.876;04.114
2023-02-25T02:11:00.549547;00.709;03.729
2023-02-25T02:11:00.549547;00.491;02.632
2023-02-25T02:11:00.549547;00.689;03.046
2023-02-25T02:11:00.549547;00.643;02.523
2023-02-25T02:11:00.549547;00.591;02.301
2023-02-25T02:11:00.549547;00.576;02.299
2023-02-25T02:11:00.549547;00.722;02.199
2023-02-25T02:11:00.549547;01.054;03.029
2023-02-25T02:11:00.549547;00.851;02.791
2023-02-25T02:11:00.549547;00.678;01.679
2023-02-25T02:11:00.549547;00.602;01.414
2023-02-25T02:11:00.549547;00.768;02.536
2023-02-25T02:11:00.549547;00.729;02.318
2023-02-25T02:11:00.549547;00.553;01.527
2023-02-25T02:11:00.549547;00.687;02.280
2023-02-25T02:11:00.549547;00.718;02.314
2023-02-25T02:11:00.549547;00.601;00.781
2023-02-25T02:11:00.549547;01.010;03.142
2023-02-25T02:11:00.549547;00.574;01.737
2023-02-25T02:11:00.549547;00.641;01.973
2023-02-25T02:11:00.549547;00.617;01.510
2023-02-25T02:11:00.549547;00.957;03.200
2023-02-25T02:11:00.549547;00.908;02.053
2023-02-25T02:11:00.549547;00.747;02.406
2023-02-25T02:11:00.549547;00.819;01.831
2023-02-25T02:11:00.549547;00.478;01.991
2023-02-25T02:11:00.549547;00.764;02.932
2023-02-25T02:11:00.549547;00.667;02.322
2023-02-25T02:11:00.549547;00.555;02.070
2023-02-25T02:11:00.549547;00.562;01.126
2023-02-25T02:11:00.549547;00.551;01.955
2023-02-25T02:11:00.549547;00.714;02.271
2023-02-25T02:11:00.549547;00.661;01.309
2023-02-25T02:11:00.549547;00.793;01.941
2023-02-25T02:11:00.549547;00.777;02.652
2023-02-25T02:11:00.549547;00.635;01.766
2023-02-25T02:11:00.549547;00.623;01.255
2023-02-25T02:11:00.549547;00.790;02.052
2023-02-25T02:11:00.549547;00.453;02.385
2023-02-25T02:11:00.549547;00.737;03.208
2023-02-25T02:11:00.549547;00.805;03.250
2023-02-25T02:11:00.549547;00.748;03.200
2023-02-25T02:11:00.549547;00.748;03.286
2023-02-25T02:11:00.549547;00.732;04.050
2023-02-25T02:11:00.549547;00.767;03.623
2023-02-25T02:11:00.549547;00.632;02.944
2023-02-25T02:11:00.549547;00.759;02.894
2023-02-25T02:11:00.549547;00.658;02.585
2023-02-25T02:11:00.549547;00.598;02.928
2023-02-25T02:11:00.549547;00.544;02.421
2023-02-25T02:11:00.549547;00.456;02.350
2023-02-25T02:11:00.549547;00.681;03.597
2023-02-25T02:11:00.549547;00.891;03.431
2023-02-25T02:11:00.549547;00.574;02.116
2023-02-25T02:11:00.549547;00.800;02.545
2023-02-25T02:11:00.549547;00.810;02.595
2023-02-25T02:11:00.549547;00.729;02.338
2023-02-25T02:11:00.549547;00.753;03.887
2023-02-25T02:11:00.549547;00.589;03.215
2023-02-25T02:11:00.549547;00.667;04.305
2023-02-25T02:11:00.549547;00.699;02.664
2023-02-25T02:11:00.549547;00.464;01.251
2023-02-25T02:11:00.549547;00.485;01.246
2023-02-25T02:11:00.549547;00.651;01.432
2023-02-25T02:11:00.549547;00.749;01.099
2023-02-25T02:11:00.549547;00.974;03.130
2023-02-25T02:11:00.549547;00.748;01.284
2023-02-25T02:11:00.549547;00.673;01.156
2023-02-25T02:11:00.549547;00.523;01.611
2023-02-25T02:11:00.549547;00.732;02.253
2023-02-25T02:11:00.549547;00.519;02.058
2023-02-25T02:11:00.549547;00.625;01.950
2023-02-25T02:11:00.549547;00.822;01.931
2023-02-25T02:11:00.549547;00.661;01.151
2023-02-25T02:11:00.549547;01.266;02.803
2023-02-25T02:11:00.549547;00.676;00.688
2023-02-25T02:11:00.549547;00.775;01.601
2023-02-25T02:11:00.549547;00.754;00.982
2023-02-25T02:11:00.549547;00.665;00.644
2023-02-25T02:11:00.549547;00.706;01.202
2023-02-25T02:11:00.549547;00.781;02.082
2023-02-25T02:11:00.549547;00.781;00.904
2023-02-25T02:11:00.549547;00.714;02.778
2023-02-25T02:11:00.549547;00.610;03.583
2023-02-25T02:11:00.549547;00.456;02.796
2023-02-25T02:11:00.549547;00.593;02.999
2023-02-25T02:11:00.549547;00.758;02.373
2023-02-25T02:11:00.549547;00.699;01.990
2023-02-25T02:11:00.549547;00.646;02.554
2023-02-25T02:11:00.549547;00.726;01.400
2023-02-25T02:11:00.549547;00.729;01.253
2023-02-25T02:11:00.549547;00.849;02.718
2023-02-25T02:11:00.549547;00.813;02.427
2023-02-25T02:11:00.549547;00.562;01.062
2023-02-25T02:11:00.549547;00.691;01.994
2023-02-25T02:11:00.549547;00.456;01.832
2023-02-25T02:11:00.549547;00.488;01.636
2023-02-25T02:11:00.549547;00.497;01.453
2023-02-25T02:11:00.549547;00.659;02.311
2023-02-25T02:11:00.549547;00.733;03.090
2023-02-25T02:11:00.549547;00.688;02.688
2023-02-25T02:11:00.549547;00.625;03.938
2023-02-25T02:11:00.549547;00.998;03.847
2023-02-25T02:11:00.549547;00.527;02.181
2023-02-25T02:11:00.549547;00.659;02.728
2023-02-25T02:11:00.549547;00.477;02.671
2023-02-25T02:11:00.549547;00.703;03.147
2023-02-25T02:11:00.549547;00.527;02.130
2023-02-25T02:11:00.549547;00.628;02.928
2023-02-25T02:11:00.549547;00.450;03.966
2023-02-25T02:11:00.549547;00.690;03.517
2023-02-25T02:11:00.549547;00.610;02.796
2023-02-25T02:11:00.549547;00.674;03.576
2023-02-25T02:11:00.549547;00.732;03.080
2023-02-25T02:11:00.549547;00.739;03.189
2023-02-25T02:11:00.549547;00.511;02.588
2023-02-25T02:11:00.549547;00.621;03.114
2023-02-25T02:11:00.549547;00.674;03.366
2023-02-25T02:11:00.549547;00.577;03.087
2023-02-25T02:11:00.549547;00.591;03.108
2023-02-25T02:11:00.549547;00.906;02.766
2023-02-25T02:11:00.549547;00.666;02.804
2023-02-25T02:11:00.549547;00.666;03.119
2023-02-25T02:11:00.549547;00.730;03.060
2023-02-25T02:11:00.549547;00.632;03.376
2023-02-25T02:11:00.549547;00.621;02.692
2023-02-25T02:11:00.549547;00.602;02.650
2023-02-25T02:11:00.549547;00.759;03.470
2023-02-25T02:11:00.549547;00.684;03.165
2023-02-25T02:11:00.549547;00.780;03.611
2023-02-25T02:11:00.549547;00.827;02.975
2023-02-25T02:11:00.549547;00.664;03.460
2023-02-25T02:11:00.549547;00.862;03.211
2023-02-25T02:11:00.549547;00.596;03.077
2023-02-25T02:11:00.549547;00.616;02.934
2023-02-25T02:11:00.549547;00.792;02.624
2023-02-25T02:11:00.549547;00.691;03.025
2023-02-25T02:11:00.549547;00.621;02.733
2023-02-25T02:11:00.549547;00.733;01.489
2023-02-25T02:11:00.549547;00.574;02.452
2023-02-25T02:11:00.549547;00.646;02.918
2023-02-25T02:11:00.549547;00.589;03.089
2023-02-25T02:11:00.549547;00.575;03.096
2023-02-25T02:11:00.549547;00.646;03.679
2023-02-25T02:11:00.549547;00.552;02.769
2023-02-25T02:11:00.549547;00.562;03.333
2023-02-25T02:11:00.549547;00.657;02.911
2023-02-25T02:11:00.549547;00.676;03.037
2023-02-25T02:11:00.549547;00.449;01.935
2023-02-25T02:11:00.549547;00.577;02.635
2023-02-25T02:11:00.549547;00.468;03.070
2023-02-25T02:11:00.549547;00.762;03.862
2023-02-25T02:11:00.549547;00.700;02.984
2023-02-25T02:11:00.549547;00.824;03.586
2023-02-25T02:11:00.549547;00.460;02.995
2023-02-25T02:11:00.549547;00.648;02.832
2023-02-25T02:11:00.549547;00.858;04.082
2023-02-25T02:11:00.549547;00.571;03.048
2023-02-25T02:11:00.549547;00.701;03.926
2023-02-25T02:11:00.549547;00.639;03.743
2023-02-25T02:11:00.549547;00.636;02.271
2023-02-25T02:11:00.549547;00.788;04.039
2023-02-25T02:11:00.549547;00.467;02.274
2023-02-25T02:11:00.549547;00.468;00.899
2023-02-25T02:11:00.549547;00.807;03.374
2023-02-25T02:11:00.549547;00.864;02.820
2023-02-25T02:11:00.549547;00.637;02.231
2023-02-25T02:11:00.549547;00.690;02.656
2023-02-25T02:11:00.549547;00.784;03.116
2023-02-25T02:11:00.549547;00.525;00.646
2023-02-25T02:11:00.549547;00.523;01.083
2023-02-25T02:11:00.549547;00.760;02.335
2023-02-25T02:11:00.549547;00.633;01.508
2023-02-25T02:11:00.549547;00.520;01.253
2023-02-25T02:11:00.549547;00.773;01.816
2023-02-25T02:11:00.549547;00.857;03.098
2023-02-25T02:11:00.549547;00.560;01.970
2023-02-25T02:11:00.549547;00.577;02.281
2023-02-25T02:11:00.549547;00.815;03.597
2023-02-25T02:11:00.549547;00.554;02.601
2023-02-25T02:11:00.549547;00.591;03.095
2023-02-25T02:11:00.549547;00.620;03.078
2023-02-25T02:11:00.549547;00.685;02.720
2023-02-25T02:11:00.549547;00.707;02.700
2023-02-25T02:11:00.549547;00.551;02.299
2023-02-25T02:11:00.549547;00.577;03.020
2023-02-25T02:11:00.549547;00.591;02.876
2023-02-25T02:11:00.549547;00.695;02.557
2023-02-25T02:11:00.549547;00.616;02.205
2023-02-25T02:11:00.549547;00.498;00.971
2023-02-25T02:11:00.549547;00.478;01.255
2023-02-25T02:11:00.549547;00.738;01.773
2023-02-25T02:11:00.549547;00.582;02.349
2023-02-25T02:11:00.549547;00.453;05.246
2023-02-25T02:11:00.549547;00.599;02.678
2023-02-25T02:11:00.549547;00.666;02.409
2023-02-25T02:11:00.549547;00.601;01.953
2023-02-25T02:11:00.549547;00.527;02.487
2023-02-25T02:11:00.549547;00.481;01.606
2023-02-25T02:11:00.549547;00.688;02.359
2023-02-25T02:11:00.549547;00.871;02.496
2023-02-25T02:11:00.549547;00.771;02.228
2023-02-25T02:11:00.549547;01.159;04.225
2023-02-25T02:11:00.549547;00.535;00.955
2023-02-25T02:11:00.549547;00.631;01.283
2023-02-25T02:11:00.549547;00.758;01.870
2023-02-25T02:11:00.549547;00.631;02.325
2023-02-25T02:11:00.549547;00.552;02.597
2023-02-25T02:11:00.549547;00.794;03.197
2023-02-25T02:11:00.549547;00.795;02.538
2023-02-25T02:11:00.549547;00.613;02.963
2023-02-25T02:11:00.549547;00.564;02.550
2023-02-25T02:11:00.549547;00.752;02.231
2023-02-25T02:11:00.549547;00.630;01.823
2023-02-25T02:11:00.549547;00.753;02.942
2023-02-25T02:11:00.549547;00.749;01.609
2023-02-25T02:11:00.549547;00.789;02.137
2023-02-25T02:11:00.549547;00.694;01.272
2023-02-25T02:11:00.549547;00.759;02.785
2023-02-25T02:11:00.549547;00.899;03.236
2023-02-25T02:11:00.549547;00.740;02.426
2023-02-25T02:11:00.549547;00.718;02.622
2023-02-25T02:11:00.549547;00.654;02.309
2023-02-25T02:11:00.549547;00.623;02.163
2023-02-25T02:11:00.549547;00.599;02.274
2023-02-25T02:11:00.549547;00.693;01.985
2023-02-25T02:11:00.549547;00.682;02.141
2023-02-25T02:11:00.549547;00.725;02.198
2023-02-25T02:11:00.549547;00.643;02.068
2023-02-25T02:11:00.549547;00.582;02.268
2023-02-25T02:11:00.549547;00.562;01.466
2023-02-25T02:11:00.549547;00.583;01.407
2023-02-25T02:11:00.549547;00.718;02.417
2023-02-25T02:11:00.549547;00.941;03.115
2023-02-25T02:11:00.549547;00.517;01.984
2023-02-25T02:12:00.190666;00.854;02.574
2023-02-25T02:12:00.190666;00.517;02.019
2023-02-25T02:12:00.190666;00.596;02.187
2023-02-25T02:12:00.190666;00.445;00.957
2023-02-25T02:12:00.190666;00.680;02.537
2023-02-25T02:12:00.190666;00.763;02.163
2023-02-25T02:12:00.190666;00.946;01.993
2023-02-25T02:12:00.190666;00.795;01.294
2023-02-25T02:12:00.190666;00.628;01.663
2023-02-25T02:12:00.190666;00.571;01.730
2023-02-25T02:12:00.190666;00.585;01.168
2023-02-25T02:12:00.190666;00.646;01.544
2023-02-25T02:12:00.190666;00.532;00.994
2023-02-25T02:12:00.190666;00.636;01.792
2023-02-25T02:12:00.190666;00.559;01.065
2023-02-25T02:12:00.190666;00.772;02.832
2023-02-25T02:12:00.190666;00.733;02.173
2023-02-25T02:12:00.190666;00.683;01.626
2023-02-25T02:12:00.190666;00.801;02.760
2023-02-25T02:12:00.190666;00.623;01.869
2023-02-25T02:12:00.190666;00.471;01.003
2023-02-25T02:12:00.190666;00.808;02.047
2023-02-25T02:12:00.190666;00.484;00.886
2023-02-25T02:12:00.190666;00.912;02.761
2023-02-25T02:12:00.190666;00.546;00.769
2023-02-25T02:12:00.190666;00.489;01.251
2023-02-25T02:12:00.190666;00.643;01.536
2023-02-25T02:12:00.190666;00.656;01.818
2023-02-25T02:12:00.190666;00.799;02.814
2023-02-25T02:12:00.190666;00.646;01.628
2023-02-25T02:12:00.190666;00.747;01.953
2023-02-25T02:12:00.190666;00.697;02.113
2023-02-25T02:12:00.190666;00.668;01.810
2023-02-25T02:12:00.190666;00.787;02.198
2023-02-25T02:12:00.190666;00.532;01.453
2023-02-25T02:12:00.190666;00.835;02.653
2023-02-25T02:12:00.190666;00.808;02.522
2023-02-25T02:12:00.190666;00.623;02.717
2023-02-25T02:12:00.190666;00.408;00.680
2023-02-25T02:12:00.190666;00.648;02.341
2023-02-25T02:12:00.190666;00.670;02.625
2023-02-25T02:12:00.190666;00.681;02.601
2023-02-25T02:12:00.190666;00.823;02.597
2023-02-25T02:12:00.190666;00.514;02.017
2023-02-25T02:12:00.190666;00.450;00.820
2023-02-25T02:12:00.190666;00.565;01.971
2023-02-25T02:12:00.190666;00.878;03.078
2023-02-25T02:12:00.190666;00.888;03.029
2023-02-25T02:12:00.190666;00.825;02.600
2023-02-25T02:12:00.190666;00.729;02.830
2023-02-25T02:12:00.190666;00.813;02.474
2023-02-25T02:12:00.190666;00.564;02.396
2023-02-25T02:12:00.190666;00.651;02.321
2023-02-25T02:12:00.190666;00.636;02.467
2023-02-25T02:12:00.190666;00.649;02.837
2023-02-25T02:12:00.190666;00.858;03.525
2023-02-25T02:12:00.190666;00.798;03.690
2023-02-25T02:12:00.190666;00.599;02.541
2023-02-25T02:12:00.190666;00.551;02.983
2023-02-25T02:12:00.190666;00.599;02.777
2023-02-25T02:12:00.190666;00.370;02.535
2023-02-25T02:12:00.190666;00.585;01.930
2023-02-25T02:12:00.190666;00.614;02.103
2023-02-25T02:12:00.190666;00.677;02.456
2023-02-25T02:12:00.190666;00.845;02.534
2023-02-25T02:12:00.190666;00.648;01.857
2023-02-25T02:12:00.190666;00.903;03.535
2023-02-25T02:12:00.190666;00.675;02.443
2023-02-25T02:12:00.190666;00.769;00.971
2023-02-25T02:12:00.190666;00.737;02.215
2023-02-25T02:12:00.190666;00.736;01.422
2023-02-25T02:12:00.190666;00.682;02.550
2023-02-25T02:12:00.190666;00.468;01.540
2023-02-25T02:12:00.190666;00.508;01.383
2023-02-25T02:12:00.190666;00.972;02.713
2023-02-25T02:12:00.190666;00.597;01.374
2023-02-25T02:12:00.190666;00.640;01.493
2023-02-25T02:12:00.190666;00.847;02.192
2023-02-25T02:12:00.190666;00.667;01.811
2023-02-25T02:12:00.190666;00.645;01.369
2023-02-25T02:12:00.190666;01.088;02.973
2023-02-25T02:12:00.190666;00.562;01.340
2023-02-25T02:12:00.190666;00.491;01.448
2023-02-25T02:12:00.190666;00.880;02.192
2023-02-25T02:12:00.190666;00.447;01.215
2023-02-25T02:12:00.190666;01.141;01.846
2023-02-25T02:12:00.190666;00.852;01.812
2023-02-25T02:12:00.190666;00.573;01.640
2023-02-25T02:12:00.190666;00.572;01.665
2023-02-25T02:12:00.190666;00.504;00.932
2023-02-25T02:12:00.190666;00.889;02.299
2023-02-25T02:12:00.190666;00.497;02.426
2023-02-25T02:12:00.190666;00.742;01.850
2023-02-25T02:12:00.190666;00.523;01.241
2023-02-25T02:12:00.190666;00.722;01.914
2023-02-25T02:12:00.190666;00.478;01.268
2023-02-25T02:12:00.190666;00.782;01.923
