timestamp;Rain intensity (mm/h);Rain amount accumulated (mm);Weather code to SYNOP waw;Weather code to SYNOP ww;Weather code METAR/SPECI;Weather code according to NWS;Radar reflectivity (dBz);MOR visibility in precipitation (m);Sample interval (s);Signal amplitude of the laser strip;Number of particles detected and validated;Temperature in the sensor housing (°C);Sensor serial number;Firmware IOP version number;Firmware DSP version number;Sensor head heating current (A);Power supply voltage (V);Sensor status;Sensor time;Sensor date;Station name;Station number;Rain amount absolute (mm);Error code;Temperature PCB (°C);Temperature right sensor head (°C);Temperature left sensor head (°C);Rain intensity max. 30.000 mm/h (mm/h);Rain intensity max. 1200.0 mm/h (mm/h);Rain amount accumulated 16bit (mm);Radar reflectivity (dBz);Kinetic energy (J/(m^2h));Snow depth intensity (mm/h);Number of all particles detected
2023-02-25T03:59:00.788648;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12870;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;03:57:00;25.02.2023;GV;008;0004.01;000;018;010;010;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000002
2023-02-25T04:00:00.778535;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12889;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;03:58:00;25.02.2023;GV;008;0004.01;000;018;011;011;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000005
2023-02-25T04:01:00.799469;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12888;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;03:59:00;25.02.2023;GV;008;0004.01;000;018;010;009;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000000
2023-02-25T04:02:00.772207;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12895;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:00:00;25.02.2023;GV;008;0004.01;000;018;010;010;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000000
2023-02-25T04:03:00.744543;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12897;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:01:00;25.02.2023;GV;008;0004.01;000;018;011;011;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000000
2023-02-25T04:04:00.719194;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12904;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:02:00;25.02.2023;GV;008;0004.01;000;018;010;010;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000000
2023-02-25T04:05:00.692281;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12920;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:03:00;25.02.2023;GV;008;0004.01;000;018;010;009;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000000
2023-02-25T04:06:00.664702;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12907;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:04:00;25.02.2023;GV;008;0004.01;000;018;011;010;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000000
2023-02-25T04:07:00.638882;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12909;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:05:00;25.02.2023;GV;008;0004.01;000;018;011;010;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000000
2023-02-25T04:08:00.612548;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12921;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:05:59;25.02.2023;GV;008;0004.01;000;018;009;009;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000000
2023-02-25T04:09:00.586665;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12899;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:06:59;25.02.2023;GV;008;0004.01;000;018;010;010;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000000
2023-02-25T04:10:00.560132;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12908;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:07:59;25.02.2023;GV;008;0004.01;000;018;011;011;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000001
2023-02-25T04:11:00.535555;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12896;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:08:59;25.02.2023;GV;008;0004.01;000;018;009;009;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000000
2023-02-25T04:12:00.507750;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12919;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:09:59;25.02.2023;GV;008;0004.01;000;018;010;010;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000000
2023-02-25T04:13:00.481139;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12893;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:10:59;25.02.2023;GV;008;0004.01;000;018;011;011;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000001
2023-02-25T04:14:00.456240;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12863;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:11:59;25.02.2023;GV;008;0004.01;000;018;009;009;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000000
2023-02-25T04:15:00.428987;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12873;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:12:59;25.02.2023;GV;008;0004.01;000;018;010;010;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000000
2023-02-25T04:16:00.401201;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12900;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:13:59;25.02.2023;GV;008;0004.01;000;018;011;011;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000000
2023-02-25T04:17:00.374347;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12875;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:14:59;25.02.2023;GV;008;0004.01;000;018;010;010;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000000
2023-02-25T04:18:00.348095;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12874;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:15:59;25.02.2023;GV;008;0004.01;000;018;010;009;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000000
2023-02-25T04:19:00.321127;0000.000;0004.01;00;00;   NP;   C;-9.999;20000;00060;12884;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:16:59;25.02.2023;GV;008;0004.01;000;018;011;010;00.000;0000.0;0004.01;-9.99;0000.00;0000.00;00000001
2023-02-25T04:20:00.311262;0000.079;0004.02;57;58;-RADZ; RL-;07.665;20000;00060;12865;00062;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:17:59;25.02.2023;GV;008;0004.02;000;018;011;011;00.079;0000.0;0004.02;07.66;0000.21;0000.00;00000062
2023-02-25T04:21:00.879991;0000.209;0004.02;57;58;-RADZ; RL-;12.503;20000;00061;12876;00136;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:19:00;25.02.2023;GV;008;0004.02;000;018;009;009;00.209;0000.2;0004.02;12.50;0000.73;0000.00;00000139
2023-02-25T04:22:00.114992;0000.326;0004.03;61;61;  -RA;  R-;14.992;16352;00059;12865;00171;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:19:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.326;0000.4;0004.03;14.99;0001.12;0000.00;00000171
2023-02-25T04:23:00.626233;0000.096;0004.03;57;58;-RADZ; RL-;08.435;19270;00061;12894;00078;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:21:00;25.02.2023;GV;008;0004.03;000;018;011;011;00.096;0000.1;0004.03;08.43;0000.22;0000.00;00000080
2023-02-25T04:24:00.343016;0000.000;0004.03;00;00;   NP;   C;-9.999;19854;00060;12865;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:21:59;25.02.2023;GV;008;0004.03;000;018;009;009;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000003
2023-02-25T04:25:00.339362;0000.000;0004.03;00;00;   NP;   C;-9.999;19970;00060;12873;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:22:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:26:00.311521;0000.000;0004.03;00;00;   NP;   C;-9.999;19994;00060;12877;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:23:59;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:27:00.284756;0000.000;0004.03;00;00;   NP;   C;-9.999;19998;00060;12889;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:24:59;25.02.2023;GV;008;0004.03;000;018;010;009;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:28:00.259394;0000.000;0004.03;00;00;   NP;   C;-9.999;19999;00060;12900;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:25:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:29:00.231235;0000.000;0004.03;00;00;   NP;   C;-9.999;19999;00060;12914;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:26:59;25.02.2023;GV;008;0004.03;000;018;011;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:30:00.204712;0000.000;0004.03;00;00;   NP;   C;-9.999;19999;00060;12885;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:27:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:31:00.177767;0000.000;0004.03;00;00;   NP;   C;-9.999;19999;00060;12899;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:28:59;25.02.2023;GV;008;0004.03;000;018;010;009;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:32:00.152459;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12890;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:29:59;25.02.2023;GV;008;0004.03;000;018;011;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:33:00.125914;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12906;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:30:59;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:34:00.098811;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12894;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:31:59;25.02.2023;GV;008;0004.03;000;018;009;009;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:35:00.072474;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12910;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:32:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:36:00.045728;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12893;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:33:59;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:37:00.020270;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12927;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:34:59;25.02.2023;GV;008;0004.03;000;018;009;009;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:38:00.994925;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00061;12897;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:36:00;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:39:00.959426;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12913;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:37:00;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:40:00.932016;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12902;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:38:00;25.02.2023;GV;008;0004.03;000;018;009;009;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000007
2023-02-25T04:41:00.970877;0000.072;0004.03;61;61;  -RA;  R-;09.571;20000;00060;12910;00022;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:39:00;25.02.2023;GV;008;0004.03;000;018;010;010;00.072;0000.0;0004.03;09.57;0000.28;0000.00;00000022
2023-02-25T04:42:00.198067;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00059;12882;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:39:59;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000002
2023-02-25T04:43:00.178748;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12879;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:40:59;25.02.2023;GV;008;0004.03;000;018;010;009;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:44:00.152377;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12890;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:41:59;25.02.2023;GV;008;0004.03;000;018;011;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:45:00.125698;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12872;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:42:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:46:00.101247;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12889;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:43:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:47:00.075040;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12912;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:44:59;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:48:00.048088;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12889;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:45:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:49:00.022943;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12884;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:46:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:50:00.997446;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00061;12884;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:48:00;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:51:00.975624;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12839;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:49:00;25.02.2023;GV;008;0004.03;000;018;009;009;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:52:00.949855;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12874;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;04:50:00;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:53:00.924260;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12867;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:51:00;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:54:00.897315;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12859;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:52:00;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:55:00.870556;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12874;00000;002;450994;2.11.6;2.11.1;2.00;24.2;0;04:53:00;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:56:00.845038;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12866;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;04:54:00;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:57:00.817270;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12886;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;04:55:00;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:58:00.790775;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12858;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;04:56:00;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T04:59:00.764244;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12870;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;04:57:00;25.02.2023;GV;008;0004.03;000;018;009;009;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:00:00.737741;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12898;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;04:58:00;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:01:00.711795;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12870;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;04:59:00;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:02:00.685874;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12881;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:00:00;25.02.2023;GV;008;0004.03;000;018;009;009;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:03:00.659332;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12873;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:01:00;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:04:00.632363;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12881;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:02:00;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:05:00.605129;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12891;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:02:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:06:00.578671;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12874;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:03:59;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:07:00.551361;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12884;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:04:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:08:00.524804;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12893;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:05:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:09:00.497766;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12895;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:06:59;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:10:00.471585;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12887;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:07:59;25.02.2023;GV;008;0004.03;000;018;009;009;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:11:00.445712;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12901;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:08:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:12:00.419346;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12903;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:09:59;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:13:00.393212;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12911;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:10:59;25.02.2023;GV;008;0004.03;000;018;009;009;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:14:00.365653;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12929;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:11:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:15:00.339449;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12904;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:12:59;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:16:00.312610;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12910;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:13:59;25.02.2023;GV;008;0004.03;000;018;010;009;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:17:00.286087;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12880;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:14:59;25.02.2023;GV;008;0004.03;000;018;011;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:18:00.261379;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12915;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:15:59;25.02.2023;GV;008;0004.03;000;018;011;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:19:00.233715;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12913;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:16:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:20:00.207586;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12914;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:17:59;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:21:00.181346;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12895;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:18:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:22:00.154604;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12892;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:19:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:23:00.128478;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12911;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:20:59;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:24:00.101229;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12893;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:21:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:25:00.075043;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12898;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:22:59;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:26:00.048714;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12859;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:23:59;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:27:00.022577;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12927;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:24:59;25.02.2023;GV;008;0004.03;000;018;009;009;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000001
2023-02-25T05:28:00.999208;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00061;12920;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:26:00;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:29:00.977305;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12880;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:27:00;25.02.2023;GV;008;0004.03;000;018;011;011;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:30:00.951359;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12906;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:28:00;25.02.2023;GV;008;0004.03;000;018;009;009;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
2023-02-25T05:31:00.924872;0000.000;0004.03;00;00;   NP;   C;-9.999;20000;00060;12914;00000;003;450994;2.11.6;2.11.1;2.00;24.2;0;05:29:00;25.02.2023;GV;008;0004.03;000;018;010;010;00.000;0000.0;0004.03;-9.99;0000.00;0000.00;00000000
